Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E12000006,East,2017,no qualifications,"269,300","3,735,200",7.2,0.5
E12000007,London,2017,no qualifications,"406,200","5,923,900",6.9,0.4
E12000008,South East,2017,no qualifications,"287,300","5,524,700",5.2,0.3
E12000009,South West,2017,no qualifications,"164,400","3,320,100",5,0.4
E92000001,England,2017,no qualifications,"2,626,900","34,551,700",7.6,0.1
W92000004,Wales,2017,no qualifications,"165,300","1,902,400",8.7,0.4
S92000003,Scotland,2017,no qualifications,"298,000","3,428,700",8.7,0.4
N92000002,Northern Ireland,2017,no qualifications,"189,800","1,163,200",16.3,1.1
K04000001,England and Wales,2017,no qualifications,"2,792,300","36,454,000",7.7,0.1
K03000001,Great Britain,2017,no qualifications,"3,090,200","39,882,700",7.7,0.1
K02000001,United Kingdom,2017,no qualifications,"3,280,000","41,045,900",8,0.1
E09000001,City of London,2018, NVQ4+ ,"7,500","7,500",100,-
E09000002,Barking and Dagenham,2018, NVQ4+ ,"44,700","135,400",33,4.3
E09000003,Barnet,2018, NVQ4+ ,"130,700","253,700",51.5,4.5
E09000004,Bexley,2018, NVQ4+ ,"65,700","156,300",42,4.4
E09000005,Brent,2018, NVQ4+ ,"88,600","219,700",40.3,4.3
E09000006,Bromley,2018, NVQ4+ ,"102,100","205,900",49.6,4.6
E09000007,Camden,2018, NVQ4+ ,"116,400","181,100",64.3,4.5
E09000008,Croydon,2018, NVQ4+ ,"119,200","250,200",47.6,4.4
E09000009,Ealing,2018, NVQ4+ ,"121,300","226,400",53.6,5.5
E09000010,Enfield,2018, NVQ4+ ,"87,400","214,300",40.8,4.6
E09000011,Greenwich,2018, NVQ4+ ,"100,100","194,400",51.5,4.6
E09000012,Hackney,2018, NVQ4+ ,"108,200","202,600",53.4,4.4
E09000013,Hammersmith and Fulham,2018, NVQ4+ ,"79,800","126,500",63.1,4.7
E09000014,Haringey,2018, NVQ4+ ,"105,600","196,700",53.7,4.2
E09000015,Harrow,2018, NVQ4+ ,"71,400","154,100",46.3,4.3
E09000016,Havering,2018, NVQ4+ ,"48,000","159,800",30,4
E09000017,Hillingdon,2018, NVQ4+ ,"86,000","199,100",43.2,4.4
E09000018,Hounslow,2018, NVQ4+ ,"98,800","181,300",54.5,5.9
E09000019,Islington,2018, NVQ4+ ,"117,700","175,500",67.1,4.6
E09000020,Kensington and Chelsea,2018, NVQ4+ ,"64,300","103,800",62,4.8
E09000021,Kingston upon Thames,2018, NVQ4+ ,"71,900","119,600",60.1,4.6
E09000022,Lambeth,2018, NVQ4+ ,"150,200","243,600",61.7,4.6
E09000023,Lewisham,2018, NVQ4+ ,"124,200","211,400",58.7,4.5
E09000024,Merton,2018, NVQ4+ ,"73,200","137,700",53.2,4.9
E09000025,Newham,2018, NVQ4+ ,119900,"245,600",48.8,4.9
E09000026,Redbridge,2018, NVQ4+ ,"92,600","200,600",46.2,4
E09000027,Richmond upon Thames,2018, NVQ4+ ,"83,600","123,200",67.9,4.6
E09000028,Southwark,2018, NVQ4+ ,"149,200","230,900",64.6,4.2
E09000029,Sutton,2018, NVQ4+ ,"62,100","128,300",48.4,4.6
E09000030,Tower Hamlets,2018, NVQ4+ ,"125,700","229,700",54.7,5
E09000031,Waltham Forest,2018, NVQ4+ ,"90,800","186,400",48.7,4.8
E09000032,Wandsworth,2018, NVQ4+ ,"165,000","233,500",70.7,4.3
E09000033,Westminster,2018, NVQ4+ ,"115,000","172,500",66.7,4.6
E12000001,North East,2018, NVQ4+ ,"509,600","1,639,000",31.1,0.9
E12000002,North West,2018, NVQ4+ ,"1,594,800","4,489,500",35.5,0.7
E12000003,Yorkshire and The Humber,2018, NVQ4+ ,"1,121,400","3,372,500",33.3,0.8
E12000004,East Midlands,2018, NVQ4+ ,"974,400","2,931,100",33.2,1
E12000005,West Midlands,2018, NVQ4+ ,"1,188,400","3,594,500",33.1,0.8
E12000006,East,2018, NVQ4+ ,"1,320,200","3,747,000",35.2,0.9
E12000007,London,2018, NVQ4+ ,"3,186,900","6,007,300",53.1,0.8
E12000008,South East,2018, NVQ4+ ,"2,335,800","5,539,900",42.2,0.7
E12000009,South West,2018, NVQ4+ ,"1,282,100","3,315,600",38.7,0.8
E92000001,England,2018, NVQ4+ ,"13,513,600","34,636,400",39,0.3
W92000004,Wales,2018, NVQ4+ ,"675,100","1,906,500",35.4,0.7
S92000003,Scotland,2018, NVQ4+ ,"1,515,900","3,432,400",44.2,0.7
N92000002,Northern Ireland,2018, NVQ4+ ,"399,900","1,159,800",34.5,1.3
K04000001,England and Wales,2018, NVQ4+ ,"14,188,700","36,543,000",38.8,0.3
K03000001,Great Britain,2018, NVQ4+ ,"15,704,600","39,975,300",39.3,0.2
K02000001,United Kingdom,2018, NVQ4+ ,"16,104,400","41,135,100",39.2,0.2
E09000001,City of London,2018,NVQ3 only,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,NVQ3 only,"18,400","135,400",13.6,3.1
E09000003,Barnet,2018,NVQ3 only,"38,600","253,700",15.2,3.2
E09000004,Bexley,2018,NVQ3 only,"22,200","156,300",14.2,3.1
E09000005,Brent,2018,NVQ3 only,"33,900","219,700",15.4,3.2
E09000006,Bromley,2018,NVQ3 only,"34,200","205,900",16.6,3.4
E09000007,Camden,2018,NVQ3 only,"17,900","181,100",9.9,2.8
E09000008,Croydon,2018,NVQ3 only,"38,300","250,200",15.3,3.2
E09000009,Ealing,2018,NVQ3 only,"29,700","226,400",13.1,3.7
E09000010,Enfield,2018,NVQ3 only,"35,400","214,300",16.5,3.5
E09000011,Greenwich,2018,NVQ3 only,"23,200","194,400",12,3
E09000012,Hackney,2018,NVQ3 only,"23,800","202,600",11.7,2.9
E09000013,Hammersmith and Fulham,2018,NVQ3 only,"12,800","126,500",10.1,3
E09000014,Haringey,2018,NVQ3 only,"21,600","196,700",11,2.6
E09000015,Harrow,2018,NVQ3 only,"29,400","154,100",19.1,3.4
E09000016,Havering,2018,NVQ3 only,"26,200","159,800",16.4,3.2
E09000017,Hillingdon,2018,NVQ3 only,"26,500","199,100",13.3,3
E09000018,Hounslow,2018,NVQ3 only,"23,600","181,300",13,4
E09000019,Islington,2018,NVQ3 only,"16,100","175,500",9.2,2.8
E09000020,Kensington and Chelsea,2018,NVQ3 only,"11,100","103,800",10.7,3
E09000021,Kingston upon Thames,2018,NVQ3 only,"15,500","119,600",13,3.2
E09000022,Lambeth,2018,NVQ3 only,"27,700","243,600",11.4,3
E09000023,Lewisham,2018,NVQ3 only,"24,000","211,400",11.3,2.9
E09000024,Merton,2018,NVQ3 only,"18,100","137,700",13.1,3.3
E09000025,Newham,2018,NVQ3 only,"32,500","245,600",13.3,3.4
E09000026,Redbridge,2018,NVQ3 only,"30,200","200,600",15.1,2.8
E09000027,Richmond upon Thames,2018,NVQ3 only,12200,"123,200",9.9,2.9
E09000028,Southwark,2018,NVQ3 only,"19,000","230,900",8.2,2.4
E09000029,Sutton,2018,NVQ3 only,"20,300","128,300",15.9,3.4
E09000030,Tower Hamlets,2018,NVQ3 only,"17,500","229,700",7.6,2.7
E09000031,Waltham Forest,2018,NVQ3 only,"23,200","186,400",12.4,3.1
E09000032,Wandsworth,2018,NVQ3 only,"16,300","233,500",7,2.4
E09000033,Westminster,2018,NVQ3 only,"20,600","172,500",11.9,3.2
E12000001,North East,2018,NVQ3 only,"309,200","1,639,000",18.9,0.7
E12000002,North West,2018,NVQ3 only,"801,500","4,489,500",17.9,0.5
E12000003,Yorkshire and The Humber,2018,NVQ3 only,"628,300","3,372,500",18.6,0.7
E12000004,East Midlands,2018,NVQ3 only,"560,400","2,931,100",19.1,0.9
E12000005,West Midlands,2018,NVQ3 only,"633,200","3,594,500",17.6,0.6
E12000006,East,2018,NVQ3 only,"613,100","3,747,000",16.4,0.7
E12000007,London,2018,NVQ3 only,"759,900","6,007,300",12.7,0.5
E12000008,South East,2018,NVQ3 only,"1,011,800","5,539,900",18.3,0.6
E12000009,South West,2018,NVQ3 only,"667,500","3,315,600",20.1,0.7
E92000001,England,2018,NVQ3 only,"5,984,800","34,636,400",17.3,0.2
W92000004,Wales,2018,NVQ3 only,"345,900","1,906,500",18.1,0.6
S92000003,Scotland,2018,NVQ3 only,"470,000","3,432,400",13.7,0.5
N92000002,Northern Ireland,2018,NVQ3 only,"195,400","1,159,800",16.8,1.1
K04000001,England and Wales,2018,NVQ3 only,"6,330,700","36,543,000",17.3,0.2
K03000001,Great Britain,2018,NVQ3 only,"6,800,800","39,975,300",17,0.2
K02000001,United Kingdom,2018,NVQ3 only,"6,996,200","41,135,100",17,0.2
E09000001,City of London,2018,Trade Apprenticeships,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,Trade Apprenticeships,"1,800","135,400",1.3,*
E09000003,Barnet,2018,Trade Apprenticeships,!,"253,700",!,!
E09000004,Bexley,2018,Trade Apprenticeships,"6,000","156,300",3.8,1.7
E09000005,Brent,2018,Trade Apprenticeships,"4,000","219,700",1.8,*
E09000006,Bromley,2018,Trade Apprenticeships,"3,800","205,900",1.8,*
E09000007,Camden,2018,Trade Apprenticeships,!,"181,100",!,!
E09000008,Croydon,2018,Trade Apprenticeships,"6,700","250,200",2.7,1.4
E09000009,Ealing,2018,Trade Apprenticeships,"2,000","226,400",0.9,*
E09000010,Enfield,2018,Trade Apprenticeships,"3,800","214,300",1.8,*
E09000011,Greenwich,2018,Trade Apprenticeships,"3,700","194,400",1.9,*
E09000012,Hackney,2018,Trade Apprenticeships,!,"202,600",!,!
E09000013,Hammersmith and Fulham,2018,Trade Apprenticeships,!,"126,500",!,!
E09000014,Haringey,2018,Trade Apprenticeships,"1,200","196,700",0.6,*
E09000015,Harrow,2018,Trade Apprenticeships,"1,400","154,100",0.9,*
E09000016,Havering,2018,Trade Apprenticeships,"3,400","159,800",2.1,1.3
E09000017,Hillingdon,2018,Trade Apprenticeships,"1,100","199,100",0.5,*
E09000018,Hounslow,2018,Trade Apprenticeships,!,"181,300",!,!
E09000019,Islington,2018,Trade Apprenticeships,!,"175,500",!,!
E09000020,Kensington and Chelsea,2018,Trade Apprenticeships,!,"103,800",!,!
E09000021,Kingston upon Thames,2018,Trade Apprenticeships,"1,200","119,600",1,*
E09000022,Lambeth,2018,Trade Apprenticeships,"3,800","243,600",1.5,*
E09000023,Lewisham,2018,Trade Apprenticeships,"2,000","211,400",0.9,*
E09000024,Merton,2018,Trade Apprenticeships,"2,100","137,700",1.5,*
E09000025,Newham,2018,Trade Apprenticeships,!,"245,600",!,!
E09000026,Redbridge,2018,Trade Apprenticeships,"1,200","200,600",0.6,*
E09000027,Richmond upon Thames,2018,Trade Apprenticeships,"1,100","123,200",0.9,*
E09000028,Southwark,2018,Trade Apprenticeships,"2,200","230,900",0.9,*
E09000029,Sutton,2018,Trade Apprenticeships,"2,000","128,300",1.6,*
E09000030,Tower Hamlets,2018,Trade Apprenticeships,!,"229,700",!,!
E09000031,Waltham Forest,2018,Trade Apprenticeships,"3,500","186,400",1.9,*
E09000032,Wandsworth,2018,Trade Apprenticeships,"4,400","233,500",1.9,*
E09000033,Westminster,2018,Trade Apprenticeships,!,"172,500",!,!
E12000001,North East,2018,Trade Apprenticeships,"64,400","1,639,000",3.9,0.4
E12000002,North West,2018,Trade Apprenticeships,"150,700","4,489,500",3.4,0.2
E12000003,Yorkshire and The Humber,2018,Trade Apprenticeships,"117,400","3,372,500",3.5,0.3
E12000004,East Midlands,2018,Trade Apprenticeships,"96,900","2,931,100",3.3,0.4
E12000005,West Midlands,2018,Trade Apprenticeships,"88,000","3,594,500",2.4,0.3
E12000006,East,2018,Trade Apprenticeships,"116,200","3,747,000",3.1,0.3
E12000007,London,2018,Trade Apprenticeships,"69,000","6,007,300",1.1,0.2
E12000008,South East,2018,Trade Apprenticeships,"152,700","5,539,900",2.8,0.2
E12000009,South West,2018,Trade Apprenticeships,"117,800","3,315,600",3.6,0.3
E92000001,England,2018,Trade Apprenticeships,"973,200","34,636,400",2.8,0.1
W92000004,Wales,2018,Trade Apprenticeships,"60,500","1,906,500",3.2,0.3
S92000003,Scotland,2018,Trade Apprenticeships,"129,700","3,432,400",3.8,0.3
N92000002,Northern Ireland,2018,Trade Apprenticeships,"50,300","1,159,800",4.3,0.6
K04000001,England and Wales,2018,Trade Apprenticeships,"1,033,700","36,543,000",2.8,0.1
K03000001,Great Britain,2018,Trade Apprenticeships,"1,163,500","39,975,300",2.9,0.1
K02000001,United Kingdom,2018,Trade Apprenticeships,"1,213,800","41,135,100",3,0.1
E09000001,City of London,2018,NVQ2 only,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,NVQ2 only,"25,700","135,400",19,3.6
E09000003,Barnet,2018,NVQ2 only,"33,200","253,700",13.1,3
E09000004,Bexley,2018,NVQ2 only,"28,000","156,300",17.9,3.4
E09000005,Brent,2018,NVQ2 only,"42,100","219,700",19.2,3.5
E09000006,Bromley,2018,NVQ2 only,"29,800","205,900",14.5,3.2
E09000007,Camden,2018,NVQ2 only,"13,600","181,100",7.5,2.5
E09000008,Croydon,2018,NVQ2 only,"34,900","250,200",13.9,3.1
E09000009,Ealing,2018,NVQ2 only,"16,800","226,400",7.4,2.9
E09000010,Enfield,2018,NVQ2 only,"20,200","214,300",9.4,2.8
E09000011,Greenwich,2018,NVQ2 only,"24,600","194,400",12.6,3.1
E09000012,Hackney,2018,NVQ2 only,"17,400","202,600",8.6,2.5
E09000013,Hammersmith and Fulham,2018,NVQ2 only,"8,300","126,500",6.6,2.4
E09000014,Haringey,2018,NVQ2 only,"17,700","196,700",9,2.4
E09000015,Harrow,2018,NVQ2 only,"21,600","154,100",14,3
E09000016,Havering,2018,NVQ2 only,"30,000","159,800",18.7,3.4
E09000017,Hillingdon,2018,NVQ2 only,"24,800","199,100",12.4,2.9
E09000018,Hounslow,2018,NVQ2 only,"18,500","181,300",10.2,3.6
E09000019,Islington,2018,NVQ2 only,"14,400","175,500",8.2,2.7
E09000020,Kensington and Chelsea,2018,NVQ2 only,"8,500","103,800",8.2,2.7
E09000021,Kingston upon Thames,2018,NVQ2 only,"11,800","119,600",9.9,2.8
E09000022,Lambeth,2018,NVQ2 only,"20,100","243,600",8.3,2.6
E09000023,Lewisham,2018,NVQ2 only,"22,700","211,400",10.7,2.8
E09000024,Merton,2018,NVQ2 only,"15,200","137,700",11,3.1
E09000025,Newham,2018,NVQ2 only,"21,400","245,600",8.7,2.8
E09000026,Redbridge,2018,NVQ2 only,"29,100","200,600",14.5,2.8
E09000027,Richmond upon Thames,2018,NVQ2 only,"10,500","123,200",8.6,2.7
E09000028,Southwark,2018,NVQ2 only,"15,200","230,900",6.6,2.2
E09000029,Sutton,2018,NVQ2 only,"17,600","128,300",13.8,3.2
E09000030,Tower Hamlets,2018,NVQ2 only,"25,000","229,700",10.9,3.1
E09000031,Waltham Forest,2018,NVQ2 only,17500,"186,400",9.4,2.8
E09000032,Wandsworth,2018,NVQ2 only,"19,500","233,500",8.3,2.6
E09000033,Westminster,2018,NVQ2 only,"11,600","172,500",6.7,2.5
E12000001,North East,2018,NVQ2 only,"312,500","1,639,000",19.1,0.7
E12000002,North West,2018,NVQ2 only,"780,700","4,489,500",17.4,0.5
E12000003,Yorkshire and The Humber,2018,NVQ2 only,"554,900","3,372,500",16.5,0.6
E12000004,East Midlands,2018,NVQ2 only,"479,100","2,931,100",16.3,0.8
E12000005,West Midlands,2018,NVQ2 only,"621,200","3,594,500",17.3,0.6
E12000006,East,2018,NVQ2 only,"679,800","3,747,000",18.1,0.7
E12000007,London,2018,NVQ2 only,"667,200","6,007,300",11.1,0.5
E12000008,South East,2018,NVQ2 only,"869,400","5,539,900",15.7,0.5
E12000009,South West,2018,NVQ2 only,"538,200","3,315,600",16.2,0.6
E92000001,England,2018,NVQ2 only,"5,503,000","34,636,400",15.9,0.2
W92000004,Wales,2018,NVQ2 only,"330,100","1,906,500",17.3,0.6
S92000003,Scotland,2018,NVQ2 only,"457,200","3,432,400",13.3,0.5
N92000002,Northern Ireland,2018,NVQ2 only,"194,700","1,159,800",16.8,1.1
K04000001,England and Wales,2018,NVQ2 only,"5,833,100","36,543,000",16,0.2
K03000001,Great Britain,2018,NVQ2 only,"6,290,300","39,975,300",15.7,0.2
K02000001,United Kingdom,2018,NVQ2 only,"6,484,900","41,135,100",15.8,0.2
E09000001,City of London,2018,NVQ1 only,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,NVQ1 only,"16,900","135,400",12.5,3
E09000003,Barnet,2018,NVQ1 only,"11,500","253,700",4.5,1.9
E09000004,Bexley,2018,NVQ1 only,"18,100","156,300",11.6,2.8
E09000005,Brent,2018,NVQ1 only,"14,400","219,700",6.6,2.2
E09000006,Bromley,2018,NVQ1 only,"10,500","205,900",5.1,2
E09000007,Camden,2018,NVQ1 only,"12,400","181,100",6.8,2.4
E09000008,Croydon,2018,NVQ1 only,"18,000","250,200",7.2,2.3
E09000009,Ealing,2018,NVQ1 only,"12,000","226,400",5.3,2.5
E09000010,Enfield,2018,NVQ1 only,"22,400","214,300",10.5,2.9
E09000011,Greenwich,2018,NVQ1 only,"16,300","194,400",8.4,2.6
E09000012,Hackney,2018,NVQ1 only,"14,000","202,600",6.9,2.3
E09000013,Hammersmith and Fulham,2018,NVQ1 only,"6,800","126,500",5.4,2.2
E09000014,Haringey,2018,NVQ1 only,"9,100","196,700",4.6,1.8
E09000015,Harrow,2018,NVQ1 only,"6,700","154,100",4.4,1.8
E09000016,Havering,2018,NVQ1 only,"25,400","159,800",15.9,3.2
E09000017,Hillingdon,2018,NVQ1 only,"18,700","199,100",9.4,2.6
E09000018,Hounslow,2018,NVQ1 only,"12,400","181,300",6.8,3
E09000019,Islington,2018,NVQ1 only,"9,300","175,500",5.3,2.2
E09000020,Kensington and Chelsea,2018,NVQ1 only,"7,000","103,800",6.7,2.5
E09000021,Kingston upon Thames,2018,NVQ1 only,"6,300","119,600",5.3,2.1
E09000022,Lambeth,2018,NVQ1 only,"10,900","243,600",4.5,2
E09000023,Lewisham,2018,NVQ1 only,"14,100","211,400",6.7,2.3
E09000024,Merton,2018,NVQ1 only,"12,400","137,700",9,2.8
E09000025,Newham,2018,NVQ1 only,"22,700","245,600",9.3,2.9
E09000026,Redbridge,2018,NVQ1 only,"12,100","200,600",6,1.9
E09000027,Richmond upon Thames,2018,NVQ1 only,"3,900","123,200",3.2,1.7
E09000028,Southwark,2018,NVQ1 only,"11,600","230,900",5,1.9
E09000029,Sutton,2018,NVQ1 only,"9,900","128,300",7.7,2.5
E09000030,Tower Hamlets,2018,NVQ1 only,"15,800","229,700",6.9,2.5
E09000031,Waltham Forest,2018,NVQ1 only,"17,800","186,400",9.5,2.8
E09000032,Wandsworth,2018,NVQ1 only,"9,000","233,500",3.8,1.8
E09000033,Westminster,2018,NVQ1 only,4400,"172,500",2.5,1.5
E12000001,North East,2018,NVQ1 only,"193,100","1,639,000",11.8,0.6
E12000002,North West,2018,NVQ1 only,"480,500","4,489,500",10.7,0.4
E12000003,Yorkshire and The Humber,2018,NVQ1 only,"419,600","3,372,500",12.4,0.6
E12000004,East Midlands,2018,NVQ1 only,354100,"2,931,100",12.1,0.7
E12000005,West Midlands,2018,NVQ1 only,"396,400","3,594,500",11,0.5
E12000006,East,2018,NVQ1 only,494200,"3,747,000",13.2,0.6
E12000007,London,2018,NVQ1 only,"412,800","6,007,300",6.9,0.4
E12000008,South East,2018,NVQ1 only,"569,600","5,539,900",10.3,0.4
E12000009,South West,2018,NVQ1 only,"357,900","3,315,600",10.8,0.5
E92000001,England,2018,NVQ1 only,"3,678,200","34,636,400",10.6,0.2
W92000004,Wales,2018,NVQ1 only,"207,800","1,906,500",10.9,0.5
S92000003,Scotland,2018,NVQ1 only,292600,"3,432,400",8.5,0.4
N92000002,Northern Ireland,2018,NVQ1 only,"98,700","1,159,800",8.5,0.8
K04000001,England and Wales,2018,NVQ1 only,"3,886,100","36,543,000",10.6,0.2
K03000001,Great Britain,2018,NVQ1 only,"4,178,600","39,975,300",10.5,0.1
K02000001,United Kingdom,2018,NVQ1 only,"4,277,300","41,135,100",10.4,0.1
E09000001,City of London,2018,other qualifications,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,other qualifications,"16,900","135,400",12.5,3
E09000003,Barnet,2018,other qualifications,22700,"253,700",9,2.6
E09000004,Bexley,2018,other qualifications,"9,400","156,300",6,2.1
E09000005,Brent,2018,other qualifications,"22,200","219,700",10.1,2.6
E09000006,Bromley,2018,other qualifications,"18,300","205,900",8.9,2.6
E09000007,Camden,2018,other qualifications,"9,200","181,100",5.1,2.1
E09000008,Croydon,2018,other qualifications,17100,"250,200",6.8,2.2
E09000009,Ealing,2018,other qualifications,"28,700","226,400",12.7,3.6
E09000010,Enfield,2018,other qualifications,"23,000","214,300",10.7,2.9
E09000011,Greenwich,2018,other qualifications,"14,100","194,400",7.3,2.4
E09000012,Hackney,2018,other qualifications,"14,100","202,600",6.9,2.3
E09000013,Hammersmith and Fulham,2018,other qualifications,10400,"126,500",8.2,2.7
E09000014,Haringey,2018,other qualifications,"24,700","196,700",12.6,2.8
E09000015,Harrow,2018,other qualifications,"16,200","154,100",10.5,2.7
E09000016,Havering,2018,other qualifications,"12,800","159,800",8,2.4
E09000017,Hillingdon,2018,other qualifications,"23,500","199,100",11.8,2.8
E09000018,Hounslow,2018,other qualifications,"16,100","181,300",8.9,3.3
E09000019,Islington,2018,other qualifications,"5,900","175,500",3.3,1.8
E09000020,Kensington and Chelsea,2018,other qualifications,"7,100","103,800",6.8,2.5
E09000021,Kingston upon Thames,2018,other qualifications,"9,500","119,600",7.9,2.6
E09000022,Lambeth,2018,other qualifications,"18,800","243,600",7.7,2.5
E09000023,Lewisham,2018,other qualifications,"14,500","211,400",6.9,2.3
E09000024,Merton,2018,other qualifications,"10,800","137,700",7.9,2.6
E09000025,Newham,2018,other qualifications,"28,100","245,600",11.4,3.1
E09000026,Redbridge,2018,other qualifications,"18,500","200,600",9.2,2.3
E09000027,Richmond upon Thames,2018,other qualifications,"7,700","123,200",6.2,2.4
E09000028,Southwark,2018,other qualifications,"20,600","230,900",8.9,2.5
E09000029,Sutton,2018,other qualifications,"9,700","128,300",7.5,2.4
E09000030,Tower Hamlets,2018,other qualifications,"24,900","229,700",10.8,3.1
E09000031,Waltham Forest,2018,other qualifications,"17,000","186,400",9.1,2.7
E09000032,Wandsworth,2018,other qualifications,"11,300","233,500",4.9,2
E09000033,Westminster,2018,other qualifications,"8,800","172,500",5.1,2.2
E12000001,North East,2018,other qualifications,"94,400","1,639,000",5.8,0.4
E12000002,North West,2018,other qualifications,274900,"4,489,500",6.1,0.3
E12000003,Yorkshire and The Humber,2018,other qualifications,"243,500","3,372,500",7.2,0.4
E12000004,East Midlands,2018,other qualifications,"228,000","2,931,100",7.8,0.6
E12000005,West Midlands,2018,other qualifications,"297,400","3,594,500",8.3,0.5
E12000006,East,2018,other qualifications,"244,600","3,747,000",6.5,0.5
E12000007,London,2018,other qualifications,"512,200","6,007,300",8.5,0.5
E12000008,South East,2018,other qualifications,"287,800","5,539,900",5.2,0.3
E12000009,South West,2018,other qualifications,"176,300","3,315,600",5.3,0.4
E92000001,England,2018,other qualifications,"2,359,100","34,636,400",6.8,0.1
W92000004,Wales,2018,other qualifications,"124,000","1,906,500",6.5,0.4
S92000003,Scotland,2018,other qualifications,"234,400","3,432,400",6.8,0.3
N92000002,Northern Ireland,2018,other qualifications,"53,100","1,159,800",4.6,0.6
K04000001,England and Wales,2018,other qualifications,"2,483,100","36,543,000",6.8,0.1
K03000001,Great Britain,2018,other qualifications,"2,717,500","39,975,300",6.8,0.1
K02000001,United Kingdom,2018,other qualifications,"2,770,600","41,135,100",6.7,0.1
E09000001,City of London,2018,no qualifications,!,"7,500",!,!
E09000002,Barking and Dagenham,2018,no qualifications,"11,000","135,400",8.2,2.5
E09000003,Barnet,2018,no qualifications,"15,700","253,700",6.2,2.2
E09000004,Bexley,2018,no qualifications,"6,900","156,300",4.4,1.8
E09000005,Brent,2018,no qualifications,"14,500","219,700",6.6,2.2
E09000006,Bromley,2018,no qualifications,"7,200","205,900",3.5,1.7
E09000007,Camden,2018,no qualifications,"10,900","181,100",6,2.3
E09000008,Croydon,2018,no qualifications,"16,100","250,200",6.4,2.2
E09000009,Ealing,2018,no qualifications,"16,000","226,400",7,2.8
E09000010,Enfield,2018,no qualifications,"22,000","214,300",10.3,2.9
E09000011,Greenwich,2018,no qualifications,"12,300","194,400",6.3,2.3
E09000012,Hackney,2018,no qualifications,"24,600","202,600",12.1,2.9
E09000013,Hammersmith and Fulham,2018,no qualifications,"8,400","126,500",6.6,2.4
E09000014,Haringey,2018,no qualifications,"16,900","196,700",8.6,2.4
E09000015,Harrow,2018,no qualifications,"7,500","154,100",4.9,1.9
E09000016,Havering,2018,no qualifications,"14,000","159,800",8.8,2.5
E09000017,Hillingdon,2018,no qualifications,"18,600","199,100",9.3,2.6
E09000018,Hounslow,2018,no qualifications,"10,900","181,300",6,2.8
E09000019,Islington,2018,no qualifications,"11,200","175,500",6.4,2.4
E09000020,Kensington and Chelsea,2018,no qualifications,"5,600","103,800",5.4,2.2
E09000021,Kingston upon Thames,2018,no qualifications,"3,500","119,600",2.9,1.6
E09000022,Lambeth,2018,no qualifications,"12,100","243,600",5,2.1
E09000023,Lewisham,2018,no qualifications,"10,100","211,400",4.8,1.9
E09000024,Merton,2018,no qualifications,"5,800","137,700",4.2,2
E09000025,Newham,2018,no qualifications,"20,200","245,600",8.2,2.7
E09000026,Redbridge,2018,no qualifications,"16,900","200,600",8.4,2.2
E09000027,Richmond upon Thames,2018,no qualifications,"4,200","123,200",3.4,1.8
E09000028,Southwark,2018,no qualifications,"13,200","230,900",5.7,2
E09000029,Sutton,2018,no qualifications,"6,600","128,300",5.2,2
E09000030,Tower Hamlets,2018,no qualifications,"19,700","229,700",8.6,2.8
E09000031,Waltham Forest,2018,no qualifications,"16,700","186,400",9,2.7
E09000032,Wandsworth,2018,no qualifications,"8,000","233,500",3.4,1.7
E09000033,Westminster,2018,no qualifications,"11,900","172,500",6.9,2.5
E12000001,North East,2018,no qualifications,"155,700","1,639,000",9.5,0.6
E12000002,North West,2018,no qualifications,"406,300","4,489,500",9.1,0.4
E12000003,Yorkshire and The Humber,2018,no qualifications,"287,400","3,372,500",8.5,0.5
E12000004,East Midlands,2018,no qualifications,238100,"2,931,100",8.1,0.6
E12000005,West Midlands,2018,no qualifications,"370,100","3,594,500",10.3,0.5
E12000006,East,2018,no qualifications,"279,000","3,747,000",7.4,0.5
E12000007,London,2018,no qualifications,"399,100","6,007,300",6.6,0.4
E12000008,South East,2018,no qualifications,"312,900","5,539,900",5.6,0.3
E12000009,South West,2018,no qualifications,"175,800","3,315,600",5.3,0.4
E92000001,England,2018,no qualifications,"2,624,500","34,636,400",7.6,0.1
W92000004,Wales,2018,no qualifications,"163,000","1,906,500",8.6,0.4
S92000003,Scotland,2018,no qualifications,"332,600","3,432,400",9.7,0.4
N92000002,Northern Ireland,2018,no qualifications,"167,800","1,159,800",14.5,1
K04000001,England and Wales,2018,no qualifications,"2,787,500","36,543,000",7.6,0.1
K03000001,Great Britain,2018,no qualifications,"3,120,100","39,975,300",7.8,0.1
K02000001,United Kingdom,2018,no qualifications,"3,287,800","41,135,100",8,0.1
E09000001,City of London,2019,NVQ4+,8500,8500,100,-
E09000002,Barking and Dagenham,2019,NVQ4+,45300,136900,33.1,4.6
E09000003,Barnet,2019,NVQ4+,137600,258700,53.2,4.9
E09000004,Bexley,2019,NVQ4+,55200,155400,35.5,4.3
E09000005,Brent,2019,NVQ4+,105000,220100,47.7,5.7
E09000006,Bromley,2019,NVQ4+,113300,209400,54.1,4.4
